id	filename	md5	size	state
fef836c7-ce6c-4a10-b9c1-24ba41826ed0	6c61a0df-1228-4052-b28c-38c44e3d4e60.wxs.aliquot_ensemble_raw.maf.gz	250450c1415c03e49139560b33d90559	128979	released
66c4f82a-2399-431a-8def-c4aa0572b023	09a2b0ba-0978-48ff-aede-a989eafb7275.wxs.aliquot_ensemble_raw.maf.gz	fe1911a271b131dde99f265a63aeb8d9	242513	released
a1f76619-233f-4504-8710-50e90fb64304	7f880828-1f81-4973-8efa-a052497c2b0f.wxs.aliquot_ensemble_raw.maf.gz	3c26e76065d0adb1970415b6e4031895	571277	released
149e93fa-0bea-4544-9b39-43e9f7f59576	1e76b510-baea-41cf-b6be-365060c7a45d.wxs.aliquot_ensemble_raw.maf.gz	459c3d408b220a6d593071943e7a707f	135144	released
4c154d16-f6ca-4d7c-a6d0-a4ab3962eed6	5f0ca642-beaa-41f5-827f-91e3a14a2cdb.wxs.aliquot_ensemble_raw.maf.gz	581b12d96df9f6eb3751411c02574672	212513	released
09735a74-ca78-4ca2-8f01-08dafa2f74f6	59921574-8bc1-4fd9-b89c-ba571288ee9d.wxs.aliquot_ensemble_raw.maf.gz	430fe8102e17ff6d4e051c3891747326	42602	released
474e3dcc-c569-4e18-9dbe-3c0a0aa1fd87	23323f4e-584a-42dd-b9c6-2ad74f2c9006.wxs.aliquot_ensemble_raw.maf.gz	f575b1d524b0bec066c193b7242c2242	365752	released
6c3e7294-8bf7-468a-96d2-40e9cbfe7176	1c198ca7-c422-4ea5-928c-77f28fe14eeb.wxs.aliquot_ensemble_raw.maf.gz	198de91ab5f0af0a180636e715bc2389	295141	released
4a529e38-a866-4764-b243-9e63b5274557	24a099cb-ad1e-4f55-8b31-3e2a46f625ff.wxs.aliquot_ensemble_raw.maf.gz	ce9138ce0742c823af748e5a864f11c3	537938	released
8b71dd1a-dfc7-4478-9f5c-1c7331bd1bdc	b9e30476-a9de-4dfa-8e62-75aaee9847d3.wxs.aliquot_ensemble_raw.maf.gz	ecd24e8746c1d93fe1cfbdd050b6a303	229530	released
8155a28d-4a44-468e-8c9c-f8fd6b217b64	93f9639e-1efb-4f57-896e-c0bfff84982e.wxs.aliquot_ensemble_raw.maf.gz	80b90a92644caf3cbf865a0d7635be98	424503	released
3b18e0d2-ac7c-404a-8303-436a8000c933	70b66624-d30b-4fed-b7aa-248efd0ac7c3.wxs.aliquot_ensemble_raw.maf.gz	63fe0b7dae5379f15c645686b2746120	110012	released
cab7daef-c1e3-4003-b8ca-76dcef834d55	b20afb2e-7923-48fb-87c3-7ddaa8ed98c6.wxs.aliquot_ensemble_raw.maf.gz	a6f320615c241d35a93af9eb10a4c223	204402	released
15c8544d-cf36-459e-9cbf-00ab05c16e36	a889c655-2d38-42ad-b7db-7cd66043fe43.wxs.aliquot_ensemble_raw.maf.gz	006f5c5e06ba575f68446d0adbf01ed3	87733	released
ef7b980c-ed28-4ac1-b8ae-cc42e0a84b77	451da261-1f93-4fa1-829e-9282bbc6e98a.wxs.aliquot_ensemble_raw.maf.gz	f4dcb0230e6d0290b88c037070d15736	119095	released
